"id","date","days","name"
1510,1999-07-02,2,"MISSING"
1511,1999-08-19,13,"CINDY"
1512,1999-08-18,8,"BRET"
1513,1999-08-24,5,"EMILY"
1514,1999-08-24,16,"DENNIS"
1515,1999-09-05,3,"MISSING"
1516,1999-09-07,13,"FLOYD"
1517,1999-09-11,13,"GERT"
1518,1999-09-19,4,"HARVEY"
1519,1999-10-04,3,"MISSING"
1520,1999-10-06,3,"MISSING"
1521,1999-10-12,8,"IRENE"
1522,1999-10-17,9,"JOSE"
1523,1999-10-28,5,"KATRINA"
1524,1999-11-13,11,"LENNY"
1525,2000-06-07,2,"MISSING"
1526,2000-06-23,3,"MISSING"
1527,2000-08-03,23,"ALBERTO"
1528,2000-08-08,4,"MISSING"
1529,2000-08-13,3,"BERYL"
1530,2000-08-17,3,"CHRIS"
1531,2000-08-19,6,"DEBBY"
1532,2000-09-01,3,"ERNESTO"
1533,2000-09-08,2,"MISSING"
1534,2000-09-10,8,"FLORENCE"
1535,2000-09-14,8,"GORDON"
1536,2000-09-15,11,"HELENE"
1537,2000-09-21,14,"ISAAC"
1538,2000-09-25,8,"JOYCE"
1539,2000-09-28,9,"KEITH"
1540,2000-10-04,7,"LESLIE"
1541,2000-10-15,6,"MICHAEL"
1542,2000-10-19,4,"NADINE"
1543,2000-10-25,5,"SUBTROP"
1544,2001-06-05,15,"ALLISON"
1545,2001-07-11,2,"MISSING"
1546,2001-08-02,7,"BARRY"
1547,2001-08-14,9,"CHANTAL"
1548,2001-08-22,8,"DEAN"
1549,2001-09-01,17,"ERIN"
1550,2001-09-07,13,"FELIX"
1551,2001-09-11,11,"GABRIELLE"
1552,2001-09-19,2,"MISSING"
1553,2001-09-21,7,"HUMBERTO"
1554,2001-10-04,6,"IRIS"
1555,2001-10-06,3,"JERRY"
1556,2001-10-11,5,"KAREN"
1557,2001-10-27,5,"LORENZO"
1558,2001-10-29,9,"MICHELLE"
1559,2001-11-04,3,"NOEL"
1560,2001-11-23,12,"OLGA"
1561,2002-07-14,6,"ARTHUR"
1562,2002-08-04,6,"BERTHA"
1563,2002-08-05,4,"CRISTOBAL"
1564,2002-08-29,7,"DOLLY"
1565,2002-09-01,6,"EDOUARD"
1566,2002-09-05,7,"FAY"
1567,2002-09-07,2,"MISSING"
1568,2002-09-08,8,"GUSTAV"
1569,2002-09-12,4,"HANNA"
1570,2002-09-14,14,"ISIDORE"
1571,2002-09-17,3,"JOSEPHINE"
1572,2002-09-20,23,"KYLE"
1573,2002-09-21,14,"LILI"
1574,2002-10-14,3,"MISSING"
1575,2003-04-18,10,"ANA"
1576,2003-06-11,1,"MISSING"
1577,2003-06-28,6,"BILL"
1578,2003-07-07,11,"CLAUDETTE"
1579,2003-07-16,12,"DANNY"
1580,2003-07-19,3,"MISSING"
1581,2003-07-25,3,"MISSING"
1582,2003-08-14,4,"ERIKA"
1583,2003-08-21,2,"MISSING"
1584,2003-08-27,14,"FABIAN"
1585,2003-08-30,4,"GRACE"
1586,2003-09-03,6,"HENRI"
1587,2003-09-06,15,"ISABEL"
1588,2003-09-08,3,"MISSING"
1589,2003-09-24,6,"JUAN"
1590,2003-09-25,16,"KATE"
1591,2003-09-27,11,"LARRY"
1592,2003-10-10,5,"MINDY"
1593,2003-10-13,20,"NICHOLAS"
1594,2003-12-04,6,"ODETTE"
1595,2003-12-07,5,"PETER"
1596,2004-07-31,7,"ALEX"
1597,2004-08-03,12,"BONNIE"
1598,2004-08-09,7,"CHARLEY"
1599,2004-08-13,3,"EARL"
1600,2004-08-13,12,"DANIELLE"
1601,2004-08-25,17,"FRANCES"
1602,2004-08-27,5,"HERMINE"
1603,2004-08-27,8,"GASTON"
1604,2004-09-02,23,"IVAN"
1605,2004-09-07,4,"MISSING"
1606,2004-09-13,17,"JEANNE"
1607,2004-09-16,13,"KARL"
1608,2004-09-19,15,"LISA"
1609,2004-10-08,4,"MATTHEW"
1610,2004-10-10,2,"NICOLE"
1611,2004-11-26,10,"OTTO"
1612,2005-06-08,7,"ARLENE"
1613,2005-06-28,3,"BRET"
1614,2005-07-03,9,"CINDY"
1615,2005-07-04,15,"DENNIS"
1616,2005-07-11,11,"EMILY"
1617,2005-07-21,11,"FRANKLIN"
1618,2005-07-23,3,"GERT"
1619,2005-08-02,13,"HARVEY"
1620,2005-08-04,15,"IRENE"
1621,2005-08-13,6,"TEN"
1622,2005-08-22,2,"JOSE"
1623,2005-08-23,9,"KATRINA"
1624,2005-08-28,7,"LEE"
1625,2005-09-01,14,"MARIA"
1626,2005-09-06,18,"OPHELIA"
1627,2005-09-05,8,"NATE"
1628,2005-09-17,8,"PHILIPPE"
1629,2005-09-18,9,"RITA"
1630,2005-09-30,3,"NINETEEN"
1631,2005-10-01,5,"STAN"
1632,2005-10-04,2,"MISSING"
1633,2005-10-05,3,"TAMMY"
1634,2005-10-08,7,"TWENTY-TWO"
1635,2005-10-08,4,"VINCE"
1636,2005-10-15,12,"WILMA"
1637,2005-10-22,3,"ALPHA"
1638,2005-10-26,6,"BETA"
1639,2005-11-14,9,"GAMMA"
1640,2005-11-19,11,"DELTA"
1641,2005-11-29,11,"EPSILON"
1642,2005-12-30,9,"ZETA"
1643,2006-06-10,10,"ALBERTO"
1644,2006-07-16,4,"MISSING"
1645,2006-07-18,5,"BERYL"
1646,2006-08-01,6,"CHRIS"
1647,2006-08-21,8,"DEBBY"
1648,2006-08-24,12,"ERNESTO"
1649,2006-09-03,17,"FLORENCE"
1650,2006-09-10,15,"GORDON"
1651,2006-09-12,16,"HELENE"
1652,2006-09-27,7,"ISAAC"
1653,2007-05-06,9,"ANDREA"
1654,2007-05-31,6,"BARRY"
1655,2007-07-31,6,"CHANTAL"
1656,2007-08-13,11,"DEAN"
1657,2007-08-15,5,"ERIN"
1658,2007-08-31,7,"FELIX"
1659,2007-09-08,4,"GABRIELLE"
1660,2007-09-12,7,"INGRID"
1661,2007-09-12,3,"HUMBERTO"
1662,2007-09-21,2,"TEN"
1663,2007-09-23,2,"JERRY"
1664,2007-09-25,5,"KAREN"
1665,2007-09-25,4,"LORENZO"
1666,2007-09-28,8,"MELISSA"
1667,2007-10-03,6,"INVEST"
1668,2007-10-11,7,"FIFTEEN"
1669,2007-10-24,14,"NOEL"
1670,2007-12-10,7,"OLGA"
1671,2008-05-31,3,"ARTHUR"
1672,2008-07-03,19,"BERTHA"
1673,2008-07-19,5,"CRISTOBAL"
1674,2008-07-20,8,"DOLLY"
1675,2008-08-03,4,"EDOUARD"
1676,2008-08-15,14,"FAY"
1677,2008-08-25,12,"GUSTAV"
1678,2008-08-28,12,"HANNA"
1679,2008-09-01,15,"IKE"
1680,2008-09-02,9,"JOSEPHINE"
1681,2008-09-25,6,"KYLE"
1682,2008-09-26,9,"LAURA"
1683,2008-10-06,2,"MARCO"
1684,2008-10-12,4,"NANA"
1685,2008-10-13,9,"OMAR"
1686,2008-10-14,3,"SIXTEEN"
1687,2008-11-05,10,"PALOMA"
1688,2009-05-26,5,"ONE"
1689,2009-08-10,7,"ANA"
1690,2009-08-15,12,"BILL"
1691,2009-08-16,2,"CLAUDETTE"
1692,2009-08-26,4,"DANNY"
1693,2009-09-01,4,"ERIKA"
1694,2009-09-07,13,"FRED"
1695,2009-09-25,2,"EIGHT"
1696,2009-09-27,10,"GRACE"
1697,2009-10-06,6,"HENRI"
1698,2009-11-04,8,"IDA"
1699,2010-06-24,9,"ALEX"
1700,2010-07-07,4,"TWO"
1701,2010-07-22,4,"BONNIE"
1702,2010-08-02,7,"COLIN"
1703,2010-08-10,9,"FIVE"
1704,2010-08-21,14,"DANIELLE"
1705,2010-08-24,14,"EARL"
1706,2010-08-30,6,"FIONA"
1707,2010-09-01,8,"GASTON"
1708,2010-09-03,8,"ELEVEN"
1709,2010-09-08,16,"IGOR"
1710,2010-09-10,3,"TWELVE"
1711,2010-09-12,13,"JULIA"
1712,2010-09-13,6,"KARL"
1713,2010-09-20,10,"LISA"
1714,2010-09-23,4,"MATTHEW"
1715,2010-09-28,3,"NICOLE"
1716,2010-10-06,12,"OTTO"
1717,2010-10-11,5,"PAULA"
1718,2010-10-19,8,"RICHARD"
1719,2010-10-26,16,"INVEST"
1720,2010-10-28,3,"SHARY"
1721,2010-11-08,3,"INVEST"
1722,2011-06-28,4,"ARLENE"
1723,2011-07-16,8,"BRET"
1724,2011-07-20,4,"CINDY"
1725,2011-07-27,4,"DON"
1726,2011-08-02,6,"EMILY"
1727,2011-08-13,5,"GERT"
1728,2011-08-12,5,"FRANKLIN"
1729,2011-08-19,4,"HARVEY"
1730,2011-08-21,10,"IRENE"
1731,2011-08-25,3,"TEN"
1732,2011-08-26,4,"JOSE"
1733,2011-08-28,16,"KATIA"
1734,2011-08-31,4,"MISSING"
1735,2011-09-02,5,"LEE"
1736,2011-09-06,11,"MARIA"
1737,2011-09-06,7,"NATE"
1738,2011-09-20,15,"OPHELIA"
1739,2011-09-23,17,"PHILIPPE"
1740,2011-10-08,3,"INVEST"
1741,2011-10-22,8,"RINA"
1742,2011-11-06,7,"SEAN"
1743,2012-05-19,5,"ALBERTO"
1744,2012-05-25,9,"BERYL"
1745,2012-06-17,8,"CHRIS"
1746,2012-06-23,5,"DEBBY"
1747,2012-08-01,10,"ERNESTO"
1748,2012-08-03,6,"FLORENCE"
1749,2012-08-09,11,"HELENE"
1750,2012-08-15,7,"GORDON"
1751,2012-08-20,13,"ISAAC"
1752,2012-08-21,4,"JOYCE"
1753,2012-08-28,16,"LESLIE"
1754,2012-08-28,7,"KIRK"
1755,2012-09-02,11,"MICHAEL"
1756,2012-09-10,25,"NADINE"
1757,2012-10-02,4,"OSCAR"
1758,2012-10-10,4,"PATTY"
1759,2012-10-12,15,"RAFAEL"
1760,2012-10-21,11,"SANDY"
1761,2012-10-21,6,"TONY"
1762,2013-05-28,3,"BARBARA"
1763,2013-06-05,4,"ANDREA"
1764,2013-06-16,6,"BARRY"
1765,2013-07-07,4,"CHANTAL"
1766,2013-07-22,14,"DORIAN"
1767,2013-08-15,5,"ERIN"
1768,2013-08-25,2,"FERNAND"
1769,2013-09-04,10,"GABRIELLE"
1770,2013-09-06,2,"EIGHT"
1771,2013-09-08,12,"HUMBERTO"
1772,2013-09-12,6,"INGRID"
1773,2013-09-28,9,"JERRY"
1774,2013-10-03,4,"KAREN"
1775,2013-10-21,6,"LORENZO"
1776,2013-11-17,7,"MELISSA"
1777,2013-12-03,5,"INVEST"
